Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
6975e5a3-9018-11e7-a396-80e65024849a.file|188fcfdb4aad9d153ed62e9c01aa9825|332|224|34|48|0|5120|2560|0|12894|8192|16384|4194304|8192|512|4|0|0|0|4|0|32768|512|0|2|34112|1048576|4096|1048576|4096|0|16|3|2.88877926536|0.0815394123432|5.04006553658|2560.0|512|5120|2113.33333333|12|4708|1|1|0|0|2|4.18611169249|3.37110657131|5.00111681368|727.0|490|964|0|19|0
4c58ef9e-ac06-11e6-accc-80e65024849a.file|b4cb2af3d9ca46dc2f3444cb1e568c44|332|224|259|12|0|106496|106496|0|4171|4096|110592|4194304|4096|4096|5|1|0|0|5|1|299008|4096|330588|2|320|1048576|4096|1048576|4096|0|16|9|5.18230957273|1.62378830439|6.60025997357|32312.8888889|4096|106496|30776.8888889|5070|104431|8|120|0|0|18|3.95230343028|2.53087565036|7.35402780785|4343.16666667|16|46061|0|18|0
b5d0deb8-9018-11e7-80e8-80e65024849a.file|c63708371d3f58160a47c944d51002c6|332|224|258|14|11|64000|114176|0|24252|4096|69632|4194304|4096|512|5|1|0|0|5|1|188416|1024|0|2|33024|1048576|4096|1048576|4096|0|16|5|5.28612019246|2.01096674915|6.68368934465|34406.4|2048|99328|35331.6|2476|98930|6|87|1|0|10|3.96585275135|0.0|7.97840145841|9820.6|2|29272|152|0|0
a0cd67de-9b66-11e6-8dd6-80e65024849a.file|22a73819d02ca629674441dc6d1f3f1e|332|224|271|6|0|29184|119808|1024|15827|4096|36864|4194304|4096|512|4|0|6|0|4|0|331776|1024|2704907|2|32768|1048576|4096|1048576|4096|0|16|5|4.11098186167|0.0|6.49232028142|12390.4|0|29184|63706.2|4504|147456|8|154|1|0|16|3.18055603416|2.27199375573|5.21481584993|1631.875|118|9640|0|13|0
e34aa8c5-3d1b-11e7-ab2c-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
e2afa242-fd96-11e6-864b-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
70439551-9901-11e6-8055-80e65024849a.file|bb3fa45a2c4d5a487ffe35170493065e|332|224|271|6|0|606208|45056|0|4792|4096|610304|4194304|4096|4096|4|0|1|0|4|0|655360|4096|647728|2|0|1048576|4096|1048576|4096|0|16|3|3.49962799129|0.0|5.28031392442|212992.0|4096|606208|215699.333333|14092|605176|1|65|22|0|10|4.86186400765|3.16468522977|6.03541642698|2725.4|118|9640|0|14|0
4bea89ae-99fb-11e6-afab-80e65024849a.file|1b2ce89074d8979210341a78e3b4f2d4|332|224|259|9|0|70144|130560|0|36720|4096|77824|4194304|4096|512|5|0|0|0|5|0|217088|1024|0|2|32768|1048576|4096|1048576|4096|0|16|6|4.13170705442|0.00783020039868|6.48301198766|29525.3333333|512|88576|33155.8333333|448|88212|3|103|0|0|1|4.79597360227|4.79597360227|4.79597360227|346.0|346|346|72|0|0
a9aaa32b-99fa-11e6-9b07-80e65024849a.file|fd97b8646752090ef23305528ec8f6b6|332|224|271|6|0|23552|119808|1024|12860|4096|28672|4194304|4096|512|4|0|6|0|4|0|188416|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.14210274515|0.0|6.41769823686|6451.2|0|23552|35549.2|2768|110488|8|155|1|0|6|3.15535340195|2.16096404744|5.21481584993|393.0|20|958|0|0|0
cff5e387-c363-11e6-b1d0-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
dd37ea30-9b65-11e6-a09e-80e65024849a.file|78c9e98f51994a7af369db9a9ed6cdf9|332|224|271|6|0|659456|167936|0|4794|4096|663552|4194304|4096|4096|4|0|0|0|4|0|831488|4096|845408|2|0|1048576|4096|1048576|4096|0|16|5|2.62689009091|0.477620826121|5.97600095597|163840.0|4096|655360|162532.0|693|653543|5|81|0|0|11|3.64508931283|2.54352933169|5.30858401782|2243.0|118|9640|0|10|0
cc9bac3d-2654-11e7-a486-80e65024849a.file|4f851a9c8d9717ed4f172e6b3527a8b2|332|224|258|9|0|946176|24576|2277376|3221696|2281472|3227648|16777216|4096|512|4|0|6|1|4|0|3252224|4096|1042027|2|33216|262144|8192|1048576|4096|0|16|3|4.5439211646|0.0|7.99966729801|322218.666667|0|943616|1082709.33333|24576|2277376|19|24|0|0|100|6.17253386293|0.0|7.99915464308|13487.34|20|193072|72|16|0
1a74058f-c5d3-11e6-9b3f-80e65024849a.file|efa3f27595fdd3219ed1330de38dc775|332|224|258|8|0|153088|127488|0|161230|8192|163840|4194304|8192|512|4|0|0|0|4|0|303104|512|300016|2|34112|1048576|4096|1048576|4096|0|16|3|5.09744141743|0.101910425663|7.67193286407|93525.3333333|512|153088|93186.6666667|12|153044|1|1|0|0|11|5.46071619496|2.44885969963|7.96354364164|11446.2727273|146|85403|0|0|0
933962fa-5713-11e7-b7bc-80e65024849a.file|da738d647c033bff8d54fe1cf5dbec86|332|224|271|6|0|73728|811008|0|6307|4096|77824|4194304|4096|4096|4|0|0|0|4|0|888832|4096|890110|2|0|1048576|4096|1048576|4096|0|16|4|3.66209806097|1.67937014288|6.69709476656|220160.0|4096|753664|218998.5|2776|754844|5|67|0|0|3|3.44627318395|1.64429931067|5.30858401782|14953.0|320|43720|0|10|0
9bd9a37a-2287-11e7-8487-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
e2da5119-3199-11e7-8b50-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
29c7f05e-ae92-11e6-a6da-80e65024849a.file|a487bae084bbd75ecbdc5d9fede362ba|332|224|271|6|0|24064|164864|1024|12538|4096|28672|4194304|4096|512|4|0|6|0|4|0|258048|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|3.84132674927|0.0|6.4401055495|6451.2|0|24064|49256.0|1736|154712|8|155|1|0|5|2.73970816042|2.16096404744|3.50664691657|280.0|20|744|0|0|0
b337b52b-b60f-11e6-b8f7-80e65024849a.file|4a7d1e4ed09722fc877cc276c5df743a|332|224|33167|2|25|169984|232960|0|177260|4096|180224|4194304|4096|512|5|0|0|0|5|0|450560|1024|471650|2|0|1048576|16384|1048576|4096|0|16|9|3.24040117943|0.0|6.50627032364|44771.5555556|0|217088|46881.7777778|12|217088|17|213|0|0|21|3.78267228978|2.52305617643|7.109244037|10266.7619048|16|132516|0|18|0
bb199d82-c907-11e6-a454-80e65024849a.file|127bb970eab723578928b148df0027e6|332|224|271|6|0|23552|117760|1024|12823|4096|28672|4194304|4096|512|4|0|6|0|4|0|258048|1024|4011273|2|32768|1048576|4096|1048576|4096|0|16|5|4.51334254375|0.0|6.4815155458|9318.4|0|23552|48736.0|4558|108504|8|158|1|0|13|4.28383854986|2.66870566209|6.26611549455|1247.61538462|104|4264|0|11|0
ff679b21-f419-11e6-8f22-80e65024849a.file|f1db409bf1ff8f356cffb4a5546c34a4|332|224|271|7|10|323584|999424|0|201073|4096|327680|4194304|4096|4096|4|0|0|0|4|0|1327104|4096|1341968|2|0|1048576|4096|1048576|4096|0|16|4|5.65603576129|3.71405181753|7.52279950263|325632.0|12288|880640|327932.25|28820|879944|15|427|2|0|87|3.94511931213|0.960953135828|7.99682856139|10059.3908046|20|270376|72|18|0
c2993138-564b-11e7-b0fd-80e65024849a.file|82cbd932efd941c62d388c3942167bb1|332|224|259|9|0|24064|263680|8192|13057|4096|28672|4194304|4096|512|5|0|6|0|5|0|958464|1024|333177|2|33792|1048576|4096|1048576|4096|0|16|5|3.56181120798|0.0|6.48060112737|11468.8|0|27136|189642.0|5466|638976|8|160|1|0|14|3.24504670995|2.43767598439|5.31229353623|1846.42857143|96|9640|0|14|0
20adcf3a-ca8e-11e6-b0d1-80e65024849a.file|8b2104e5a7e1f7fb65bab004e238bd09|332|224|259|9|0|23552|120320|1024|12797|4096|28672|4194304|4096|512|5|0|6|0|5|0|425984|1024|342409|2|33792|1048576|4096|1048576|4096|0|16|5|3.50318740598|0.0|6.47462654877|23449.6|0|87552|82894.2|5302|188416|7|153|1|0|12|2.37454870514|0.0|7.91885608567|7232.58333333|104|67624|0|0|0
f70fcae6-a6ae-11e6-b3be-80e65024849a.file|f773e14ee1b70fd7d459bc77c71b4359|332|224|8462|7|10|266240|36864|0|159936|4096|270336|268435456|4096|4096|4|0|0|0|4|0|307200|4096|0|2|0|1048576|4096|1048576|4096|0|16|4|5.291883823|4.67031047742|6.3055174366|74752.0|8192|266240|74082.75|5518|265797|3|94|0|0|0|0|0|0|0|0|0|72|0|0
1070a311-ae92-11e6-a1a4-80e65024849a.file|0e9a211f76500fcb3f47f4ea3c94b1c5|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|109449|2|0|1048576|4096|1048576|4096|0|16|4|5.18275575449|3.04800455669|6.17338603629|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
33da384c-9757-11e6-a719-80e65024849a.file|6345b5613b43a199c5dd21f94ffd2ff2|332|224|258|8|0|274432|8192|0|279630|8192|286720|4194304|8192|4096|4|0|0|0|4|0|303104|4096|0|2|34112|1048576|4096|1048576|4096|0|16|3|2.29252942858|0.0164084645156|6.11937374841|94208.0|4096|274432|90728.0|12|271444|1|1|0|0|1|3.23900210503|3.23900210503|3.23900210503|636.0|636|636|0|15|0
8e4e28b5-aa57-11e6-aead-80e65024849a.file|0e9a211f76500fcb3f47f4ea3c94b1c5|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|109449|2|0|1048576|4096|1048576|4096|0|16|4|5.18275575449|3.04800455669|6.17338603629|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
bd62ee61-210c-11e7-9426-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
e7e431a8-3be9-11e7-871b-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
65153d47-9c08-11e6-b0e3-80e65024849a.file|6ac5ddf529e33dbfa9ad128056ecc780|332|224|14|6|0|32768|86016|0|34662|4096|36865|2097152|4096|4096|4|0|0|0|4|0|57344|4096|0|2|0|1048576|4096|1048576|4096|0|16|6|3.09210174925|0.592930269316|5.64767422884|8874.66666667|4096|32768|7083.5|578|31702|5|68|0|0|3|3.31116132009|3.24318272229|3.40485184283|459.333333333|266|792|0|20|0
fc610b57-03c7-11e7-9ac1-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
ed90b947-2654-11e7-9204-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
2eac5e4c-afb8-11e6-83f8-80e65024849a.file|0e9a211f76500fcb3f47f4ea3c94b1c5|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|109449|2|0|1048576|4096|1048576|4096|0|16|4|5.18275575449|3.04800455669|6.17338603629|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
9f944aa1-9757-11e6-96f0-80e65024849a.file|7583a73f73638d23298ddb4900def643|332|224|14|6|0|32768|86016|0|34662|4096|36865|2097152|4096|4096|4|0|0|0|4|0|57344|4096|0|2|0|1048576|4096|1048576|4096|0|16|6|3.85037805232|0.591460331097|7.76995876235|14336.0|4096|36864|7083.5|578|31702|5|68|0|0|2|3.33288835842|3.26092487402|3.40485184283|293.0|266|320|0|0|0
1cd8260c-ae92-11e6-ba89-80e65024849a.file|7e6c4acec91b61dd3d08a3bea3d6632d|332|224|271|2|50|72704|20992|0|740146|4096|77824|4194304|4096|512|5|0|0|0|5|0|1384448|576|703076|2|0|1048576|4096|1048576|4096|0|16|5|1.58200115997|0.0|7.91000579984|136089.6|0|680448|273754.8|256|679982|11|17|0|0|0|0|0|0|0|0|0|0|0|0
f65bb480-c2b4-11e6-9215-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
edc5aa87-372b-11e7-a020-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
93bea5f8-9c08-11e6-8389-80e65024849a.file|3c4de20e464146bec844471867bd1628|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|77710|2|0|1048576|4096|1048576|4096|0|16|4|5.18279628644|3.04800455669|6.17339934358|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
e21dff02-10aa-11e7-ac73-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
28d1a8fd-ae92-11e6-931a-80e65024849a.file|ebdc8c70746d25317064b5e02f057782|332|224|258|11|0|510464|172544|0|391055|4096|516096|4194304|4096|512|5|1|0|0|5|1|704512|1024|728164|2|33088|1048576|4096|1048576|4096|0|16|5|4.55997733254|3.08086990682|6.42743222991|136601.6|8192|510464|138727.6|11104|510193|8|191|16|9|7|3.29380016173|1.78149632953|4.896233395|1518.85714286|20|4264|72|15|0
c98379d4-4ee1-11e7-8302-80e65024849a.file|13fad86286de6fd2b1583f97cbdca981|332|224|271|6|0|32768|778240|0|5762|4096|36864|4194304|4096|4096|4|0|0|0|4|0|815104|4096|819104|2|0|1048576|4096|1048576|4096|0|16|4|4.74489117476|0.824649832394|7.01413545973|201728.0|32768|696320|201400.5|31858|698088|8|78|0|0|17|3.33170675866|1.63640380881|5.34137832054|2033.58823529|48|9640|0|12|0
9fe7a0c2-a4bf-11e6-a5ee-80e65024849a.file|62482405b37a9a716ffcc2ba78740a0c|332|224|271|6|0|32768|765952|0|5904|4096|36864|4194304|4096|4096|4|0|0|0|4|0|802816|4096|816856|2|0|1048576|4096|1048576|4096|0|16|4|3.73212421181|0.617968866844|6.69888592269|198656.0|8192|700416|198165.75|4168|703352|7|78|0|1|3|3.01099775585|0.406782779096|5.30858401782|1307.66666667|320|2784|0|10|0
68be8a7d-9eb2-11e6-9d09-80e65024849a.file|b4cb2af3d9ca46dc2f3444cb1e568c44|332|224|259|12|0|106496|106496|0|4171|4096|110592|4194304|4096|4096|5|1|0|0|5|1|299008|4096|330588|2|320|1048576|4096|1048576|4096|0|16|9|5.18230957273|1.62378830439|6.60025997357|32312.8888889|4096|106496|30776.8888889|5070|104431|8|120|0|0|18|3.95230343028|2.53087565036|7.35402780785|4343.16666667|16|46061|0|18|0
91b43000-9b65-11e6-9375-80e65024849a.file|f9c14449e2b64f251ecc82e52693c930|332|224|271|6|0|29184|119808|1024|15827|4096|36864|4194304|4096|512|4|0|6|0|4|0|364544|1024|1948030|2|32768|1048576|4096|1048576|4096|0|16|5|4.11441615152|0.0|6.49232028142|12390.4|0|29184|70269.4|4504|180224|8|154|1|0|16|3.18486299984|2.1053750663|5.21481584993|1634.75|84|9640|0|16|0
f3651b42-564b-11e7-b873-80e65024849a.file|7fdb6f1cb768c0e03227f7a446c3e349|332|224|271|5|0|77824|19456|0|4096|4096|81920|4194304|4096|512|4|0|0|0|4|0|131072|1024|0|2|0|1048576|8192|1048576|4096|0|16|4|5.36891477127|4.76078005564|6.45752630627|24192.0|2560|77312|30841.0|4096|77824|8|146|1|0|18|4.21672425655|2.69019667608|5.70412730743|641.833333333|16|2998|0|0|0
b40af240-9a86-11e6-831a-80e65024849a.file|942ec5f51a5d46461d0e311dbd48c9a8|332|224|258|10|0|0|217088|0|102679|4096|4096|4194304|4096|512|5|1|0|0|5|1|225280|1024|220722|2|33088|1048576|4096|1048576|4096|0|16|3|5.41249571598|4.78340276992|6.27700293328|72362.6666667|1024|204800|71972.6666667|708|204454|11|146|0|0|1|4.93104998316|4.93104998316|4.93104998316|618.0|618|618|72|0|0
e6480e0c-fbf0-11e6-b067-80e65024849a.file|f1db409bf1ff8f356cffb4a5546c34a4|332|224|271|7|10|323584|999424|0|201073|4096|327680|4194304|4096|4096|4|0|0|0|4|0|1327104|4096|1341968|2|0|1048576|4096|1048576|4096|0|16|4|5.65603576129|3.71405181753|7.52279950263|325632.0|12288|880640|327932.25|28820|879944|15|427|2|0|87|3.94511931213|0.960953135828|7.99682856139|10059.3908046|20|270376|72|18|0
ef902c9e-e60e-11e6-8fba-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
ef0acc02-c447-11e6-9c1a-80e65024849a.file|625a403ca2f13828ba2d7b419bd4098d|332|224|33167|2|25|146432|220160|0|151940|4096|155648|4194304|4096|512|5|0|0|0|5|0|405504|1024|394603|2|0|1048576|16384|1048576|4096|0|16|9|3.32216763107|0.0|6.60356345836|40732.4444444|0|206336|41860.0|8|206336|20|230|0|0|23|4.40282415609|2.52305617643|7.86215308808|8887.2173913|16|132516|0|18|0
fb5ef119-eaaa-11e6-9a6b-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
8ce8c23d-ac06-11e6-87ac-80e65024849a.file|211e9145dd724e538362face5740e6e2|332|224|259|11|0|112640|155648|0|4171|4096|118784|4194304|4096|1024|5|0|0|0|5|0|286720|1024|218440|2|320|1048576|4096|1048576|4096|0|16|8|5.66479464604|3.06023403785|6.6589935366|25600.0|1024|112640|33251.75|940|112286|8|235|0|0|1|3.37480196581|3.37480196581|3.37480196581|852.0|852|852|0|17|0
e7fafe3d-a6ab-11e6-9703-80e65024849a.file|425ad0e185852d61998064f37bccc623|332|224|271|6|0|16384|761856|0|5603|4096|20480|4194304|4096|4096|4|0|0|0|4|0|782336|4096|845264|2|0|1048576|4096|1048576|4096|0|16|4|3.44453193723|0.516719928187|5.63777279593|193536.0|8192|696320|191378.25|4168|696348|5|67|0|1|3|3.01099775585|0.406782779096|5.30858401782|1307.66666667|320|2784|0|10|0
b37b887a-c4f3-11e6-955d-80e65024849a.file|6b5410cf5fa90e28d32077088f3a3514|332|224|271|6|0|25600|186368|2048|12960|4096|32768|4194304|4096|512|4|0|6|0|4|0|331776|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|4.24490284551|0.0|6.48463588503|12390.4|0|29184|63554.2|5296|176088|7|166|1|0|17|4.01059797238|2.52183228636|6.26611549455|1649.0|118|9640|0|0|0
cb688d35-564b-11e7-86ad-80e65024849a.file|9e1371caff87cf5f617212d2e5928b16|332|224|258|12|0|794624|152064|0|686017|4096|798720|4194304|4096|512|5|1|0|0|5|1|958464|1024|940863|2|33088|1048576|4096|1048576|4096|0|16|5|5.41666630146|3.81776966641|6.64191269942|187392.0|512|794624|189168.8|480|794454|7|155|0|0|1|4.91161451574|4.91161451574|4.91161451574|381.0|381|381|72|0|0
9c36174c-ab20-11e6-b2a1-80e65024849a.file|3c4de20e464146bec844471867bd1628|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|77710|2|0|1048576|4096|1048576|4096|0|16|4|5.18279628644|3.04800455669|6.17339934358|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
e744ec19-ce59-11e6-af29-80e65024849a.file|c7646493723eb7939f8bb251dd2e73ea|332|224|271|6|0|28672|679936|0|5749|4096|32768|4194304|4096|4096|4|0|0|0|4|0|712704|4096|731938|2|0|1048576|4096|1048576|4096|0|16|4|4.57049611951|0.872007542311|7.40631798436|176128.0|4096|585728|174929.5|3400|582052|5|61|0|0|3|3.43692428643|1.63640380881|5.30858401782|1050.33333333|320|2012|0|10|0
de8d2d85-564b-11e7-aadb-80e65024849a.file|7f67061ecfe8435d96df03ac4911c76c|332|224|258|12|0|867328|336896|0|724646|4096|872448|4194304|4096|512|5|1|0|0|5|1|1220608|1024|1240646|2|33088|1048576|4096|1048576|4096|0|16|7|4.57961396|0.0659144123432|7.1778303501|169764.571429|512|867328|171758.857143|12|866972|21|463|18|0|12|3.59969214127|2.04565143212|7.98946071479|5980.16666667|38|48166|72|15|0
ddecb5de-c447-11e6-ab8c-80e65024849a.file|158b710a2ce07e3a34e46118f2ad39f2|332|224|8450|12|0|131072|4096|106496|239632|110592|241664|268435456|4096|512|5|1|0|0|5|1|245760|4096|0|2|320|1048576|4096|1048576|4096|0|16|3|3.88958917361|0.0|7.92920391751|43861.3333333|0|130048|80554.6666667|4096|131072|3|7|0|0|2|4.09069466572|3.26977481571|4.91161451574|364.5|348|381|72|11|0
ff02a0e8-564c-11e7-8b30-80e65024849a.file|fa441d64d6ff82b1720ad98b1140f955|332|224|259|9|0|24576|263680|8192|13085|4096|28672|4194304|4096|512|5|0|6|0|5|0|1114112|1024|661750|2|32768|1048576|4096|1048576|4096|0|16|5|3.56277310213|0.0|6.44603018817|11571.2|0|27136|220812.0|5470|794624|8|158|1|0|14|3.24513821923|2.43767598439|5.31229353623|1846.42857143|96|9640|0|14|0
b7b49345-3f1b-11e7-9ce1-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
77d6ce87-5260-11e7-970b-80e65024849a.file|7830ae81a7f4aacd5254a978893f1f26|332|224|259|10|0|352256|155648|663552|1018112|667648|1019904|4194304|4096|512|4|1|0|0|4|1|1175552|4096|3774004|2|33024|1048576|4096|1048576|4096|0|16|3|4.81293618622|0.0|7.93069132149|168960.0|0|351232|390485.333333|155648|663552|7|12|0|0|21|5.73021573625|0.0|7.95463309277|17614.6666667|164|115874|72|16|0
60d66861-b5b0-11e6-b4ac-80e65024849a.file|158b710a2ce07e3a34e46118f2ad39f2|332|224|8450|12|0|131072|4096|106496|239632|110592|241664|268435456|4096|512|5|1|0|0|5|1|245760|4096|0|2|320|1048576|4096|1048576|4096|0|16|3|3.88958917361|0.0|7.92920391751|43861.3333333|0|130048|80554.6666667|4096|131072|3|7|0|0|2|4.09069466572|3.26977481571|4.91161451574|364.5|348|381|72|11|0
