Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
575d2cc7-b08b-11e6-8c56-80e65024849a.file|7e6c4acec91b61dd3d08a3bea3d6632d|332|224|271|2|50|72704|20992|0|740146|4096|77824|4194304|4096|512|5|0|0|0|5|0|1384448|576|703076|2|0|1048576|4096|1048576|4096|0|16|5|1.58200115997|0.0|7.91000579984|136089.6|0|680448|273754.8|256|679982|11|17|0|0|0|0|0|0|0|0|0|0|0|0
ce3005c5-a6ab-11e6-a720-80e65024849a.file|8915452ee0b8e754ee7b047a849a01a2|332|224|774|2|24|51200|47104|5632|163984|0|4096|16777216|4096|512|5|0|1|0|4|0|208896|1024|182645|3|4160|2097152|4096|1048576|4096|0|16|14|4.82660736507|0.0|7.74341620005|12178.2857143|0|51200|12577.4285714|55|50752|7|69|0|0|11|4.12648984743|2.61331937355|5.79657704644|1745.45454545|48|9040|0|16|0
7aeeddbd-c907-11e6-8668-80e65024849a.file|914713d358f46cb82396b471fb779c1e|332|224|258|10|0|29696|489984|16896|14511|4096|36864|4194304|4096|512|5|0|6|0|5|0|5713920|1024|1318104|2|34112|1048576|4096|1048576|4096|0|16|6|3.8551681846|0.0|6.49970859063|13909.3333333|0|37888|950083.333333|4054|5148672|8|172|1|0|15|4.35229120567|2.5743733285|6.08866623731|2436.73333333|132|9640|0|14|0
a6ea0c40-9a86-11e6-a7a6-80e65024849a.file|4f04423e84f839ee4a0e244b124e0e1c|332|224|271|7|10|221184|569344|0|794624|4096|225280|4194304|4096|4096|4|0|0|0|4|0|798720|4096|0|2|0|1048576|4096|1048576|4096|0|16|5|5.29244915077|3.47663181269|6.98016854831|156467.2|4096|491520|158111.6|4096|490448|12|357|2|0|72|3.23688855278|0.960953135828|6.38381733999|6757.47222222|20|270376|72|0|0
f4bbb10c-fb99-11e6-ba08-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
4f49d426-99fb-11e6-b08f-80e65024849a.file|246a6253a4ee573c18558c0de56908a4|332|224|271|6|0|29184|119808|1024|15827|4096|36864|4194304|4096|512|4|0|6|0|4|0|364544|1024|1991515|2|32768|1048576|4096|1048576|4096|0|16|5|4.11441615152|0.0|6.49232028142|12390.4|0|29184|70269.4|4504|180224|8|154|1|0|16|3.18486299984|2.1053750663|5.21481584993|1634.75|84|9640|0|16|0
5513a5b5-4ffa-11e7-bb27-80e65024849a.file|7830ae81a7f4aacd5254a978893f1f26|332|224|259|10|0|352256|155648|663552|1018112|667648|1019904|4194304|4096|512|4|1|0|0|4|1|1175552|4096|3774004|2|33024|1048576|4096|1048576|4096|0|16|3|4.81293618622|0.0|7.93069132149|168960.0|0|351232|390485.333333|155648|663552|7|12|0|0|21|5.73021573625|0.0|7.95463309277|17614.6666667|164|115874|72|16|0
39da3bb3-aef1-11e6-ad65-80e65024849a.file|5cf53ff2d717d768c88fa264934f3361|332|224|271|6|0|23552|117760|1024|12470|4096|28672|4194304|4096|512|4|0|6|0|4|0|245760|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.46338405973|0.0|6.4186984047|9728.0|0|23552|46647.6|4558|108472|8|158|1|0|16|3.9485589431|2.52183228636|6.26611549455|1145.0|104|4264|0|0|0
dd88ab05-a6ae-11e6-a006-80e65024849a.file|b315c590c3ad691604597ea41f8dd84e|332|224|258|12|0|778240|28672|708608|1488752|712704|1490944|4194304|4096|512|5|1|0|0|5|1|1519616|4096|831121|2|33088|1048576|4096|1048576|4096|0|16|3|4.00646591978|0.0|7.90311898477|267434.666667|0|776704|505173.333333|28672|778240|17|22|1|0|11|3.81363255916|2.44524812209|6.28433687203|2181.54545455|42|9640|72|13|0
cb307651-3199-11e7-884d-80e65024849a.file|bde29dee841faf6a084a57bcc7bf4513|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1384997|2|0|1048576|4096|1048576|4096|0|16|4|5.70200109996|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
a807e32e-dd50-11e6-a4c3-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
bd7dc738-3766-11e7-acd3-80e65024849a.file|31d5f481153ccd2829558720f8d90d81|332|224|271|7|10|327680|749568|0|204993|4096|331776|4194304|4096|4096|4|0|0|0|4|0|1081344|4096|1109493|2|0|1048576|4096|1048576|4096|0|16|4|5.71114439524|3.70322277333|7.81560299434|264192.0|12288|630784|265760.25|28820|627336|15|427|2|0|85|4.09159426248|0.960953135828|7.99664015712|7325.37647059|20|182713|72|17|0
a27cb08a-a46c-11e6-95f3-80e65024849a.file|0e9a211f76500fcb3f47f4ea3c94b1c5|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|109449|2|0|1048576|4096|1048576|4096|0|16|4|5.18275575449|3.04800455669|6.17338603629|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
e8fd2885-ce59-11e6-8bca-80e65024849a.file|8915452ee0b8e754ee7b047a849a01a2|332|224|774|2|24|51200|47104|5632|163984|0|4096|16777216|4096|512|5|0|1|0|4|0|208896|1024|182645|3|4160|2097152|4096|1048576|4096|0|16|14|4.82660736507|0.0|7.74341620005|12178.2857143|0|51200|12577.4285714|55|50752|7|69|0|0|11|4.12648984743|2.61331937355|5.79657704644|1745.45454545|48|9040|0|16|0
48662319-afb8-11e6-9293-80e65024849a.file|3c4de20e464146bec844471867bd1628|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|77710|2|0|1048576|4096|1048576|4096|0|16|4|5.18279628644|3.04800455669|6.17339934358|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
82107d35-c4f3-11e6-a62b-80e65024849a.file|c5f3cbe9f8977199bd9360feaeb9a8d0|332|224|271|6|0|28672|671744|0|5781|4096|32768|4194304|4096|4096|4|0|0|0|4|0|704512|4096|760443|2|0|1048576|4096|1048576|4096|0|16|4|4.24385818665|0.910546227999|7.43521714271|174080.0|4096|581632|172599.5|1240|579980|5|63|0|0|2|4.22300824633|3.13743247483|5.30858401782|535.5|252|819|0|9|0
f0eca62b-3199-11e7-9941-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
a1201cb0-b60f-11e6-aa0a-80e65024849a.file|3e3b5e1e37173653b57e1a4cf6cd68d5|332|224|271|7|10|36864|557056|0|31006|12288|49152|4194304|4096|4096|4|0|0|0|4|0|606208|12288|0|2|0|1048576|4096|1048576|4096|0|16|5|3.6139680027|0.663269260112|7.31805938828|110592.0|4096|499712|116370.6|1288|497833|2|54|0|0|3|2.99775421108|1.83875868092|3.84974278872|346.666666667|20|712|72|0|0
ba6a4133-5713-11e7-8e43-80e65024849a.file|9e1371caff87cf5f617212d2e5928b16|332|224|258|12|0|794624|152064|0|686017|4096|798720|4194304|4096|512|5|1|0|0|5|1|958464|1024|940863|2|33088|1048576|4096|1048576|4096|0|16|5|5.41666630146|3.81776966641|6.64191269942|187392.0|512|794624|189168.8|480|794454|7|155|0|0|1|4.91161451574|4.91161451574|4.91161451574|381.0|381|381|72|0|0
876f529e-ac06-11e6-9953-80e65024849a.file|8915452ee0b8e754ee7b047a849a01a2|332|224|774|2|24|51200|47104|5632|163984|0|4096|16777216|4096|512|5|0|1|0|4|0|208896|1024|182645|3|4160|2097152|4096|1048576|4096|0|16|14|4.82660736507|0.0|7.74341620005|12178.2857143|0|51200|12577.4285714|55|50752|7|69|0|0|11|4.12648984743|2.61331937355|5.79657704644|1745.45454545|48|9040|0|16|0
e088cabd-c2b4-11e6-86d0-80e65024849a.file|2a65f85d09f36402fbd91484a9a4adac|332|224|259|9|0|24576|263680|8192|13085|4096|28672|4194304|4096|512|5|0|6|0|5|0|1114112|1024|680160|2|32768|1048576|4096|1048576|4096|0|16|5|3.56277310213|0.0|6.44603018817|11571.2|0|27136|220812.0|5470|794624|8|158|1|0|14|3.24513821923|2.43767598439|5.31229353623|1846.42857143|96|9640|0|14|0
7149b61e-9d20-11e6-812d-80e65024849a.file|d8e6f7bd152cb3920cdd6d3d27616a9d|332|224|33167|2|25|152064|76288|0|156708|4096|159744|4194304|4096|512|5|0|0|0|5|0|266240|1024|253278|2|0|1048576|16384|1048576|4096|0|16|9|3.1037005394|0.0|6.3377326645|25372.4444444|0|150528|26456.0|8|150176|20|233|0|0|21|4.84268721767|2.98747616889|6.13591611962|2887.71428571|16|9944|0|18|0
edd3b29c-c447-11e6-b63b-80e65024849a.file|6ada1f822e78d42bbcde15446e32b1fb|332|224|33167|2|25|154112|224256|0|160140|4096|163840|4194304|4096|512|5|0|0|0|5|0|417792|1024|401916|2|0|1048576|16384|1048576|4096|0|16|9|3.20720077741|0.0|6.62615893032|42040.8888889|0|210432|43161.5555556|8|210432|20|243|0|0|23|4.4200343048|2.52305617643|7.8940110173|9056.82608696|16|132516|0|18|0
82fdff8f-b5b0-11e6-a03a-80e65024849a.file|9236e231b72acbc066508bd2f2b6049a|332|224|271|6|0|61440|626688|0|5536|4096|65536|4194304|4096|4096|4|0|0|0|4|0|692224|4096|728066|2|0|1048576|4096|1048576|4096|0|16|4|3.96379610024|0.490520665753|7.25725683744|171008.0|28672|561152|169772.5|27976|557746|4|56|0|0|14|3.30132650792|1.63640380881|5.30858401782|1934.92857143|20|9640|0|11|0
dd616502-0309-11e7-aa5a-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
ec54c4c2-c2b4-11e6-bf7e-80e65024849a.file|da0cf289e8cb89dd9e63aa4c9efed62f|332|224|258|10|0|83968|84992|0|31658|4096|90112|4194304|4096|512|5|1|0|0|5|1|192512|1024|181061|2|33088|1048576|4096|1048576|4096|0|16|5|4.72636484091|3.10085924465|6.58281787565|33792.0|5632|83968|35076.0|7790|83758|3|88|0|0|23|3.40922144735|1.7987949407|5.17500758442|2082.0|16|9640|72|0|0
df9acd9c-c2b4-11e6-87c5-80e65024849a.file|f2447b8864dcd0bcf0a6033eca276546|332|224|33167|2|25|172544|137216|0|177240|4096|180224|4194304|4096|512|5|0|0|0|5|0|344064|1024|329800|2|0|1048576|16384|1048576|4096|0|16|9|3.8196776165|0.0|7.65082113496|34417.7777778|0|171008|35536.8888889|8|170900|21|231|0|0|17|5.56046180793|2.62307816502|7.99560444839|6463.0|16|76734|0|18|0
6d709c51-a4bf-11e6-b713-80e65024849a.file|31a6132927eca616227c650802d97301|332|224|258|10|0|677376|251904|0|521613|4096|684032|4194304|4096|512|5|1|0|0|5|1|962560|1024|959688|2|33088|1048576|4096|1048576|4096|0|16|5|5.3652294937|3.83071156852|6.66612606487|185856.0|1536|677376|189014.2|1300|677061|10|198|0|0|2|4.20272281015|3.143411717|5.26203390329|569.0|376|762|0|11|0
370eaa1c-c364-11e6-b22c-80e65024849a.file|fe6f3c89ff82f9479822e44b2560d7f2|332|224|271|6|0|23552|119808|1024|12860|4096|28672|4194304|4096|512|4|0|6|0|4|0|598016|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|3.39222834033|0.0|6.41769823686|82739.2|0|384512|117630.8|4496|384504|8|155|1|0|16|1.96001874513|0.0|5.21481584993|23975.875|160|270376|0|0|0
b4323f8f-9b66-11e6-8ee8-80e65024849a.file|31a6132927eca616227c650802d97301|332|224|258|10|0|677376|251904|0|521613|4096|684032|4194304|4096|512|5|1|0|0|5|1|962560|1024|959688|2|33088|1048576|4096|1048576|4096|0|16|5|5.3652294937|3.83071156852|6.66612606487|185856.0|1536|677376|189014.2|1300|677061|10|198|0|0|2|4.20272281015|3.143411717|5.26203390329|569.0|376|762|0|11|0
6d031811-eb71-11e6-9017-80e65024849a.file|4f851a9c8d9717ed4f172e6b3527a8b2|332|224|258|9|0|946176|24576|2277376|3221696|2281472|3227648|16777216|4096|512|4|0|6|1|4|0|3252224|4096|1042027|2|33216|262144|8192|1048576|4096|0|16|3|4.5439211646|0.0|7.99966729801|322218.666667|0|943616|1082709.33333|24576|2277376|19|24|0|0|100|6.17253386293|0.0|7.99915464308|13487.34|20|193072|72|16|0
93c1bc91-5713-11e7-8360-80e65024849a.file|e8914ac009b4ff37af70c3d2d7c6c99c|332|224|258|8|0|234496|93696|0|130838|4096|241664|16777216|4096|512|4|0|0|0|4|0|339968|1024|335047|2|0|1048576|4096|1048576|4096|0|16|5|3.97119833247|0.0611628522412|6.69411111498|63180.8|512|234496|67174.4|4096|237568|7|149|0|0|4|3.18556513644|1.92321967234|4.91540278622|1468.0|20|4264|72|19|0
c2c5ff45-3766-11e7-8b32-80e65024849a.file|8a916ce8bac56ad0cc040507f70dccf2|332|224|259|14|0|44032|245248|0|4186|4096|49152|4194304|4096|512|6|0|0|0|6|0|487424|1024|474932|2|320|1048576|4096|1048576|4096|0|16|8|5.306631752|3.39605956343|6.90490965139|53376.0|3584|181248|58482.0|3740|180948|2|109|0|0|35|4.13111726006|1.29173550268|7.98889536552|5099.91428571|16|48250|0|18|0
532d9747-c5d3-11e6-82aa-80e65024849a.file|e539aaa962737777b72ee544cc23a06e|332|224|258|12|0|1011712|28672|1064960|2079392|1069056|2080768|4194304|4096|512|5|1|0|0|5|1|2109440|4096|1101357|2|33088|1048576|4096|1048576|4096|0|16|3|4.0111393074|0.0|7.91299013749|345600.0|0|1011200|701781.333333|28672|1064960|17|22|1|0|11|3.83475501873|2.44524812209|6.50857272395|2182.27272727|42|9640|72|13|0
da582528-ca8e-11e6-b16b-80e65024849a.file|4d314d6161a9f00487135068d6579e40|332|224|33166|2|25|1955840|1801216|0|1963172|4096|1966080|4194304|4096|512|5|0|0|0|5|0|3813376|1024|0|2|0|1048576|16384|1048576|4096|0|16|11|3.98907770064|0.0|7.78833498722|341550.545455|0|1950208|343418.272727|64|1950132|19|533|0|1|58|3.27713899517|0.941256604335|7.9399016052|27224.4655172|2|1396736|0|10|0
db0e3f4f-9a86-11e6-9d73-80e65024849a.file|2e36d4beff96e693e73f09937b8131d9|332|224|258|12|0|366592|61440|0|13349|4096|372736|4194304|4096|512|5|1|0|0|5|1|442368|1024|0|2|32832|1048576|4096|1048576|4096|0|16|5|5.2280799769|3.53172032178|7.93110866015|81612.8|4096|366592|85253.6|3680|366128|2|71|0|0|4|3.14865232734|2.3744700235|4.896233395|846.5|34|2216|72|0|0
94c55e19-c4f3-11e6-a114-80e65024849a.file|158b710a2ce07e3a34e46118f2ad39f2|332|224|8450|12|0|131072|4096|106496|239632|110592|241664|268435456|4096|512|5|1|0|0|5|1|245760|4096|0|2|320|1048576|4096|1048576|4096|0|16|3|3.88958917361|0.0|7.92920391751|43861.3333333|0|130048|80554.6666667|4096|131072|3|7|0|0|2|4.09069466572|3.26977481571|4.91161451574|364.5|348|381|72|11|0
da636485-0309-11e7-b299-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
21aec5fd-531b-11e7-a43b-80e65024849a.file|36882198e11da2783e28b84eed923fca|332|224|33166|2|25|822784|201728|0|826460|4096|827392|4194304|4096|512|4|0|0|0|4|0|1056768|1024|0|2|0|1048576|16384|1048576|4096|0|16|8|3.9262470143|0.0|6.99810547649|128064.0|0|822784|128458.125|16|822444|20|481|0|0|60|3.16517554995|1.83875868092|7.66989488327|1927.43333333|16|67543|0|0|0
ac3bc94f-5260-11e7-abfd-80e65024849a.file|80ef433feb643e2fdd05b2e8fe1466d7|332|224|271|6|0|81920|782336|0|6291|4096|86016|4194304|4096|4096|4|0|0|0|4|0|868352|4096|929995|2|0|1048576|4096|1048576|4096|0|16|4|3.66412479129|1.53414727545|6.8778118487|215040.0|4096|724992|213634.5|2768|725948|5|66|0|0|3|3.44299688496|1.64429931067|5.30858401782|14953.0|320|43720|0|10|0
5e4c64cc-c5d3-11e6-8053-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
e3927b51-d84b-11e6-9987-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
bcad3cee-bbf1-11e6-9c58-80e65024849a.file|771deb8b720dbd784d6715403a41bdcc|332|224|8482|10|0|145408|38912|4096|148859|4096|155648|4194304|4096|512|5|0|0|0|5|0|204800|1024|198905|2|320|1048576|4096|1048576|4096|0|16|7|4.38227716162|0.0|7.02541722919|26331.4285714|0|144896|26669.1428571|10|144806|8|23|0|0|3|3.78583787351|3.35272734935|4.00534233985|4496.0|748|6508|0|17|0
b3709547-9b66-11e6-92e5-80e65024849a.file|493901d21b46139c918c51b636e05783|332|224|258|12|0|62464|405504|0|18977|4096|69632|4194304|4096|512|5|1|0|0|5|1|483328|1024|462729|2|33088|1048576|4096|1048576|4096|0|16|5|5.66362129733|2.50220232973|7.98717520211|90112.0|4096|351744|93335.0|3680|368928|2|83|0|0|4|2.4266184636|1.13377625336|4.896233395|846.5|34|2216|72|0|0
cf2adda8-3c5f-11e7-be0b-80e65024849a.file|086ca0d2e06f7cf7c15f0f74bc6db518|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1386083|2|0|1048576|4096|1048576|4096|0|16|4|5.70203186353|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
98a440cc-fcba-11e6-a665-80e65024849a.file|f1db409bf1ff8f356cffb4a5546c34a4|332|224|271|7|10|323584|999424|0|201073|4096|327680|4194304|4096|4096|4|0|0|0|4|0|1327104|4096|1341968|2|0|1048576|4096|1048576|4096|0|16|4|5.65603576129|3.71405181753|7.52279950263|325632.0|12288|880640|327932.25|28820|879944|15|427|2|0|87|3.94511931213|0.960953135828|7.99682856139|10059.3908046|20|270376|72|18|0
f8ddfa80-a6ab-11e6-b0e9-80e65024849a.file|0e9a211f76500fcb3f47f4ea3c94b1c5|332|224|8462|2|50|51200|18944|0|45842|4096|57344|268435456|4096|512|4|0|0|0|4|0|81920|1024|109449|2|0|1048576|4096|1048576|4096|0|16|4|5.18275575449|3.04800455669|6.17338603629|17152.0|512|51200|17242.75|256|50843|9|89|0|0|0|0|0|0|0|0|0|0|0|0
85d91e91-ca1a-11e6-a552-80e65024849a.file|f0ce8d98b16d0ab87b7e59ad5b0d4e44|332|224|33167|2|25|66560|165888|0|71644|4096|73728|4194304|4096|512|5|0|6|0|5|0|274432|1024|0|2|33088|1048576|16384|1048576|4096|0|16|8|3.26522707493|0.0|6.91538080533|29056.0|0|157696|31566.0|8|157536|11|122|0|0|28|4.58841148549|2.56031160924|7.9455200978|5569.64285714|16|57874|0|15|0
f57d0221-9d21-11e6-8b72-80e65024849a.file|1aeafca9c4bea73a32043a8a5343d940|332|224|271|6|0|29184|119808|1024|15827|4096|36864|4194304|4096|512|4|0|6|0|4|0|364544|1024|1976555|2|32768|1048576|4096|1048576|4096|0|16|5|4.11441615152|0.0|6.49232028142|12390.4|0|29184|70269.4|4504|180224|8|154|1|0|16|3.18486299984|2.1053750663|5.21481584993|1634.75|84|9640|0|16|0
2f8e794a-4ffa-11e7-b813-80e65024849a.file|36882198e11da2783e28b84eed923fca|332|224|33166|2|25|822784|201728|0|826460|4096|827392|4194304|4096|512|4|0|0|0|4|0|1056768|1024|0|2|0|1048576|16384|1048576|4096|0|16|8|3.9262470143|0.0|6.99810547649|128064.0|0|822784|128458.125|16|822444|20|481|0|0|60|3.16517554995|1.83875868092|7.66989488327|1927.43333333|16|67543|0|0|0
f4ef386b-e60e-11e6-82dd-80e65024849a.file|d8012989362c634ae2f5d6453bac46f2|332|224|8462|2|50|62976|22528|0|57649|4096|69632|268435456|4096|512|4|0|0|0|4|0|98304|1024|127356|2|0|1048576|4096|1048576|4096|0|16|4|5.31846009744|3.04800455669|6.61844777486|20992.0|512|62976|21149.75|256|62699|9|97|0|0|0|0|0|0|0|0|0|0|0|0
eb86b2f5-99fa-11e6-8adf-80e65024849a.file|e529f0df0b996a8caf2e39d86b802b97|332|224|258|10|0|29696|489984|16896|14511|4096|36864|4194304|4096|512|5|0|6|0|5|0|1105920|1024|0|2|34112|1048576|4096|1048576|4096|0|16|6|3.78081551022|0.0|6.49970859063|8106.66666667|0|29696|182495.333333|3024|577536|8|172|1|0|7|3.16488953969|2.16096404744|5.21265676644|362.571428571|20|744|0|11|0
20159d3a-ca8e-11e6-b94b-80e65024849a.file|62621e89f294b7afc4c0c6e6910b8283|332|224|271|6|0|32768|827392|0|5858|4096|36864|4194304|4096|4096|4|0|0|0|4|0|864256|4096|874101|2|0|1048576|4096|1048576|4096|0|16|4|4.01729237534|0.702048778237|6.70716820691|214016.0|4096|700416|213046.5|1240|703032|4|62|0|0|2|4.23168425098|3.15478448414|5.30858401782|537.5|256|819|0|9|0
cba6958f-d71b-11e6-a060-80e65024849a.file|218613f0f1d2780f08e754be9e6f8c64|332|224|259|10|0|7168|199168|0|9847|4096|12288|4194304|4096|512|5|1|0|0|5|1|217088|1024|0|2|33024|1048576|4096|1048576|4096|0|16|4|6.15053364113|4.3582486704|7.99736638132|51584.0|1024|195584|51495.5|1668|195128|4|52|0|0|3|7.99248317387|7.98486409378|7.99688441963|64956.6666667|12598|103936|72|0|0
ebf5edd9-ae91-11e6-84c3-80e65024849a.file|c16878d204074a0b91a4f48ec267d606|332|224|271|6|0|61440|36864|0|38156|4096|65536|4194304|4096|4096|4|0|0|0|4|0|102400|4096|0|2|0|1048576|4096|1048576|4096|0|16|4|4.0454545193|1.45744311058|6.40429552286|20480.0|4096|61440|22949.0|2656|57766|3|67|0|0|3|3.1306192805|1.81924070464|4.62814342763|802.666666667|20|2216|0|0|0
dcf8fa63-3b15-11e7-8462-80e65024849a.file|b3aa7897f91d154448ca43c228ae7a8e|332|224|271|7|10|339968|999424|0|218191|4096|344064|4194304|4096|4096|4|0|0|0|4|0|1343488|4096|1365106|2|0|1048576|4096|1048576|4096|0|16|4|5.70196172842|3.73172609735|7.60217774193|329728.0|12288|880640|332765.5|28852|877720|15|439|2|0|84|3.84010383305|0.960953135828|7.99708871773|10393.7857143|20|387380|72|17|0
f05faf1e-c2b4-11e6-80b5-80e65024849a.file|1b571c3e29d65ece64e292985cbb020c|332|224|258|8|0|352768|4608|0|6250496|8192|0|4194304|8192|512|4|0|0|0|4|0|6258688|1024|2921368|2|64|1048576|4096|1048576|4096|0|16|6|4.44689041105|0.256865026048|7.97616961484|478293.333333|512|2507264|1041066.66667|4096|3350528|2|2|0|0|1|3.25473872179|3.25473872179|3.25473872179|780.0|780|780|0|18|0
0f795b9c-c5d3-11e6-8cf4-80e65024849a.file|04c1f2ab60ae004b9990c6632376c3ac|332|224|271|6|0|25088|186368|2048|12846|4096|32768|4194304|4096|512|4|0|6|0|4|0|311296|1024|0|2|34112|1048576|4096|1048576|4096|0|16|5|3.41736765195|0.0|6.46968261173|10342.4|0|25088|59841.2|5216|176056|8|166|1|0|16|1.79938583589|0.0|5.2694044883|1155.0|104|4264|0|10|0
8ffb3abd-a1a3-11e6-945e-80e65024849a.file|493901d21b46139c918c51b636e05783|332|224|258|12|0|62464|405504|0|18977|4096|69632|4194304|4096|512|5|1|0|0|5|1|483328|1024|462729|2|33088|1048576|4096|1048576|4096|0|16|5|5.66362129733|2.50220232973|7.98717520211|90112.0|4096|351744|93335.0|3680|368928|2|83|0|0|4|2.4266184636|1.13377625336|4.896233395|846.5|34|2216|72|0|0
ddbbdcfd-c2b4-11e6-8501-80e65024849a.file|b814eb90fcf2d2abf9273be7556311b2|332|224|258|12|0|478720|366592|0|329322|4096|483328|4194304|4096|512|5|1|0|0|5|1|856064|1024|876165|2|33088|1048576|4096|1048576|4096|0|16|5|5.49354588738|4.24020162144|6.64185200934|166912.0|12800|478720|168866.0|23176|478422|13|272|1|0|23|3.23349866981|1.7987949407|5.91671442551|4254.95652174|16|72990|72|11|0
528e5cdc-b08b-11e6-a57e-80e65024849a.file|4d3ff9cba2e72c28a102a241d8b1dddc|332|224|258|10|0|1759232|906752|0|1167089|4096|1765376|4194304|4096|512|5|1|0|0|5|1|2699264|1024|2731185|2|33088|1048576|4096|1048576|4096|0|16|5|4.63964426842|0.937667352603|6.66093389985|533196.8|1536|1759232|536704.8|1088|1758858|10|269|16|0|3|3.3273597989|1.99807754662|4.79597360227|284.666666667|68|440|0|12|0
